Year Type	Year	Organization Group Code	Organization_Group	Department Code	Department	Union Code	Union	Job Family Code	Job_Family	Job Code	Job	Employee Identifier	Salaries	Overtime	Other Salaries	Total Salary	Retirement	Health and Dental	Other Benefits	Total Benefits	Total
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		261	"Laborers, Local 261"	7500	Semi-Skilled & General Labor	7514	General Laborer	8510172	46119	9536.95	2100.64	57756.59	9785.76	8785.16	4675.64	37308.46	95065.05
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		104	"Sheet Metal Workers, Local 104"	7300	Journeyman Trade	7376	Sheet Metal Worker	8519948	67158.08	1655	620	69433.08	12855.51	7500.34	5510.41	36193.98	105627.06
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2500	Med Therapy & Auxiliary	2587	Health Worker 3	8509936	56230.25	0	465.35	56695.6	10838.1	8430.72	4669.65	38010.49	94706.09
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2400	"Lab, Pharmacy & Med Techs"	2430	Medical Evaluations Assistant	8519422	44605.82	0	907.29	45513.11	8701.27	8726.06	3764.09	31610.84	77123.95
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	9500	MTA Operations	9508	Prpl Permit and Citation Clerk	8602064	70841.52	2648.85	287.86	73778.23	13597.63	8785.12	5809.32	42598.35	116376.58
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H003	EMT/Paramedic/Firefighter	8584578	97540.16	1635.93	6524.86	105700.95	21072.4	10793.48	1828.49	51372.03	157072.98
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		3	"Operating Engineers, Local 3"	7300	Journeyman Trade	7328	"Operating Engineer, Universal"	8551357	48880.59	2332.11	0	51212.7	10091.29	8785.16	4537.26	29804.49	81017.19
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8201	School Crossing Guard	8500069	6951.38	0	0	6951.38	0	0	541.34	541.34	7492.72
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	2500	Med Therapy & Auxiliary	2542	Speech Pathologist	8559528	91705.91	0	0	91705.91	17082.25	7972.94	7484.45	45563	137268.91
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		39	"Stationary Engineers, Local 39"	7100	Administrative-Labor & Trades	7120	Bldgs & Grounds Maint Supt	8557419	106864.02	0	0	106864.02	19905.94	8785.16	8250.91	51362.63	158226.65
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2303	Patient Care Assistant	8532679	40116.2	25209.5	3328.15	68653.85	9713.42	8785.14	5482.33	38387.15	107041
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8552915	99729	17226.46	13864.96	130820.42	17876.63	8386.4	2256.14	42936.83	173757.25
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3616	Library Technical Assistant 1	8586793	22905.6	230.77	0	23136.37	4377.23	8799.86	1872.16	15563.05	38699.42
Calendar	2019	5	Culture & Recreation	FAM		39	"Stationary Engineers, Local 39"	7300	Journeyman Trade	7334	Stationary Engineer	8546666	13512	0	0	13512	0	0	1090.65	1090.65	14602.65
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		21	"Prof & Tech Eng, Local 21"	5500	Construction Project Mgmt	5502	Project Manager 1	8760035	91275.75	0	0	91275.75	16995.57	8430.7	7518.87	44069.56	135345.31
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8594576	54888.07	19747.16	1016.61	75651.84	10645.49	9021.4	5665.25	40362.98	116014.82
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		250	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2706	Housekeeper/Food Service Clnr	8567263	42870.7	2434.67	2296.77	47602.14	10157.24	8785.14	3615.32	36964	84566.14
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		6	"Electrical Workers, Local 6"	9100	Street Transit	9149	Traf Signal Electrician Sup II	8500959	113567.59	22795.99	7872.05	144235.63	21591.04	8799.88	9012.08	53794.54	198030.17
Calendar	2019	6	General Administration & Finance	TTX		351	"Municipal Exec Assoc, Misc"	900	Management	4310	Commercial Div Asst Sprv	8543476	25081.02	0	0	25081.02	4792.97	8785.12	4178.52	17088.47	42169.49
Calendar	2019	3	Human Welfare & Neighborhood Development	RNT		21	"Prof & Tech Eng, Local 21"	2900	Human Services	2982	Rent Board Supervisor	8546432	79191.44	0	0	79191.44	15139.28	7485.54	6276.05	43100.29	122291.73
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2736	Porter	8509700	48037.7	0	0	48037.7	10802.63	8799.86	3743.64	37737.67	85775.37
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		351	"Municipal Exec Assoc, Misc"	9100	Street Transit	9179	"Manager V, MTA"	8603142	131173.1	0	0	131173.1	24433.95	8785.12	14569.35	62194.7	193367.8
Calendar	2019	2	"Public Works, Transportation & Commerce"	DBI		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5211	Eng/Arch/Landscape Arch Sr	8514352	133071	0	0	133071	24787.21	8785.14	8524.88	56503.51	189574.51
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8507504	3270.17	0	199.07	3469.24	0	0	247.06	247.06	3716.3
Calendar	2019	5	Culture & Recreation	AAM		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8226	Museum Guard	8552424	54453.1	0	480	54933.1	10501.9	8785.1	4499	38206.64	93139.74
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8586169	124745.26	8867.39	20113.19	153725.84	0	0	8458.46	8458.46	162184.3
Calendar	2019	1	Public Protection	FIR		799	"Firefighters,Local 798, Unit 2"	H000	Fire Services	H040	"Battalion Chief, Fire Suppress"	8519986	146354.42	33185.37	9330.98	188870.77	28252.52	10439.08	3196.05	59575.37	248446.14
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	2500	Med Therapy & Auxiliary	2589	Health Program Coordinator 1	8559975	54923.03	0	0	54923.03	10495.82	7530.12	3963.11	34768.19	89691.22
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	1200	Personnel	1204	Senior Personnel Clerk	8492825	59237.96	3684.97	0	62922.93	11331.98	8785.14	5125.15	39648.55	102571.48
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H002	Firefighter	8548410	91506.38	17095.08	15858.29	124459.75	18863.25	10439.12	2076.79	48603.84	173063.59
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H003	EMT/Paramedic/Firefighter	8519903	82196	23147.01	6132.27	111475.28	16622.37	8666.98	1865.52	40875.81	152351.09
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H003	EMT/Paramedic/Firefighter	8584704	103427.29	6170.91	13241.77	122839.97	21167.36	8785.14	2050.53	46481.05	169321.02
Calendar	2019	6	General Administration & Finance	ADM		21	"Prof & Tech Eng, Local 21"	2900	Human Services	2978	Contract Compliance Officer II	8515134	112116.04	0	0	112116.04	20884.24	8799.86	8326.69	52402.33	164518.37
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8504	Deputy Sheriff (SFERS)	8526764	14140	8874.36	893.9	23908.26	2872.99	5020.04	399.52	7910.83	31819.09
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		351	"Municipal Exec Assoc, Misc"	9100	Street Transit	9180	"Manager VI, MTA"	8578699	147703.28	0	0	147703.28	27534.16	8785.14	18246.47	68972.05	216675.33
Calendar	2019	7	General City Responsibilities	DEM		21	"Prof & Tech Eng, Local 21"	1800	"Budget, Admn & Stats Analysis"	1824	Pr Administrative Analyst	8579305	102968.02	0	0	102968.02	19204.22	8799.9	8254.39	50649.99	153618.01
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3618	Library Technical Assistant 2	8548480	68151.13	0	875.46	69026.59	13196.18	8799.9	5690.6	42092.5	111119.09
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8496769	4860	0	0	4860	0	0	377.54	377.54	5237.54
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		261	"Laborers, Local 261"	9900	Public Service Aide	9916	Public Svc Aide-Public Works	9780161	8784.3	0	277.99	9062.29	0	8607.92	704.73	9032.61	18094.9
Calendar	2019	7	General City Responsibilities	DEM		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8238	Public SafetyComm Disp	8543998	36018.33	3840.1	1353.06	41211.49	7944.4	8696.54	3568.23	21833.73	63045.22
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		351	"Municipal Exec Assoc, Misc"	900	Management	1839	Water Conservation Admin	8555549	95163.4	0	0	95163.4	18191.95	8799.86	14365.1	55762.85	150926.25
Calendar	2019	5	Culture & Recreation	FAM		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8226	Museum Guard	8565242	54316.76	17761.17	1904.53	73982.46	10748.03	8770.38	6056.15	39938.22	113920.68
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		535	"SEIU, Local 1021, Misc"	9700	Community Development	9706	Employment & Training Spec 5	8508101	86201.54	0	0	86201.54	16477.36	8785.12	7029.75	46268.07	132469.61
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H020	"Lieutenant, Fire Suppression"	8547851	5348.01	0	721.98	6069.99	1101.1	1488.76	103.08	2593.02	8663.01
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8534604	13392	0	0	13392	0	0	1040.03	1040.03	14432.03
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8201	School Crossing Guard	8578341	6206.76	0	0	6206.76	0	0	534.2	534.2	6740.96
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	9900	Public Service Aide	9920	Publ Svc Aide-Asst to Prof	8560203	28791.23	30.62	0	28821.85	6474.67	7382.16	2361.41	29330.24	58152.09
Calendar	2019	1	Public Protection	POL		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9209	Community Police Services Aide	8592511	47753.96	0	3986.08	51740.04	9891.32	8785.12	4191.81	36593.29	88333.33
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8546608	42312.07	0	414.44	42726.51	8087.62	3749.38	3271.56	28266.54	70993.05
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8584941	63778.36	33503.89	5573.78	102856.03	13166.43	9656.42	7858.73	46684.24	149540.27
Calendar	2019	5	Culture & Recreation	LIB		790	"SEIU, Local 1021, Misc"	3600	Library	3610	Library Assistant	8526510	35721.14	0	710.82	36431.96	7149.75	8666.98	3034.81	25726.96	62158.92
Calendar	2019	1	Public Protection	SHF		498	Deputy Sheriffs' Assoc (DSA)	8300	Correction & Detention	8304	Deputy Sheriff	8604342	0	43.23	0	43.23	0	0	43.47	43.47	86.7
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5241	Engineer	8595716	116343.5	0	5189.94	121533.44	22747.39	8785.14	8365.55	54304.36	175837.8
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8504956	58290.33	8646.47	1722.39	68659.19	11382.73	8622.68	5170.85	40031.96	108691.15
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		130	"Auto Machinist, Local 1414"	7300	Journeyman Trade	7381	Automotive Mechanic	8534762	50515.2	22904.58	420.19	73839.97	10254.07	8785.14	6157.98	33109.89	106949.86
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	1900	Purchasing & Storekeeping	1929	Parts Storekeeper	8568588	57436	0	1312.88	58748.88	11230.85	8785.16	4812.52	39234.79	97983.67
Calendar	2019	6	General Administration & Finance	ADM		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8555060	48789	3270.67	4048.46	56108.13	10100.86	8785.16	4340.83	37633.09	93741.22
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		261	"Laborers, Local 261"	7500	Semi-Skilled & General Labor	7514	General Laborer	8510338	53170.75	6046.14	2054.93	61271.82	10906.87	8785.14	5210.81	39266.02	100537.84
Calendar	2019	6	General Administration & Finance	ADM		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8514958	48789	16704.18	434.17	65927.35	9490.92	8785.1	5325.36	38007.68	103935.03
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		6	"Electrical Workers, Local 6"	7300	Journeyman Trade	7371	Electrical Transit System Mech	8588690	73302.3	26860.03	4820.58	104982.91	15049.91	8785.1	8209.28	46450.61	151433.52
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8513206	19628.01	0	98.14	19726.15	3769.66	5020.06	1555.56	9963.48	29689.63
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	1800	"Budget, Admn & Stats Analysis"	1824	Pr Administrative Analyst	8554855	100316.34	0	0	100316.34	18781.37	8785.12	7871.95	49598.3	149914.64
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2918	HSA Social Worker	8515201	68520.03	0	1640	70160.03	13412.42	8785.1	5555.67	42159.49	112319.52
Calendar	2019	5	Culture & Recreation	ART		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1842	Management Assistant	8514781	58984.51	0	0	58984.51	11687.29	8799.88	5003.04	37127.75	96112.26
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9212	Aviation Security Analyst	8507938	23418.38	2516.88	1182.94	27118.2	4675.55	5355.4	2202.84	13963.73	41081.93
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5211	Eng/Arch/Landscape Arch Sr	8603470	127920.67	0	5238.05	133158.72	24802.48	8785.12	8067.31	55133.55	188292.27
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H022	"Lieut,Fire Prev"	8557138	122342.04	35216.24	7708.08	165266.36	23600.51	8785.1	2811.73	49603.66	214870.02
Calendar	2019	1	Public Protection	POL		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9209	Community Police Services Aide	8577189	58188.51	3479.1	5041.35	66708.96	12067	8726.06	5462.55	40577.49	107286.45
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		351	"Municipal Exec Assoc, Misc"	900	Management	941	Manager VI	8555283	151946.01	0	0	151946.01	28303.07	8785.12	14670.26	66164.75	218110.76
Calendar	2019	6	General Administration & Finance	ADM		21	"Prof & Tech Eng, Local 21"	1200	Personnel	1232	Training Officer	8533080	66518.4	0	0	66518.4	13151.49	6275.1	5336.97	39360.74	105879.14
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	1400	"Clerical, Secretarial & Steno"	1429	Nurses Staffing Assistant	8517634	52104	0	0	52104	9960.62	8785.12	3929.92	37081.96	89185.96
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5241	Engineer	8555555	111338.01	0	0	111338.01	20739.35	8785.1	8489.45	52420.18	163758.19
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8576956	99729.01	4872.95	2830.01	107431.97	18611.51	8785.18	1780.39	43296.36	150728.33
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8493613	1139.94	0	23.86	1163.8	0	0	90.33	90.33	1254.13
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8589419	102842.23	0	5727.22	108569.45	20100.24	7603.74	7908.06	48359.02	156928.47
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	9200	Airport Operation	9220	Aviation Security Ops Sup	8508306	21957	11314.84	1580.9	34852.74	4614.94	3765.06	1932.27	12200.13	47052.87
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2900	Human Services	2920	Medical Social Worker	8592924	80483	0	1280	81763	15630.41	8785.14	6719.06	45540.89	127303.89
Calendar	2019	1	Public Protection	DAT		311	Municipal Attorneys Assoc	8100	Legal & Court	8177	Attorney (Civil/Criminal)	8601709	105540	0	1125	106665	19868.66	8785.1	8319.17	51379.21	158044.21
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8577367	54206.75	14141.54	6198.27	74546.56	11838.29	6732.44	5718.17	40188.36	114734.92
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H003	EMT/Paramedic/Firefighter	8520032	92760.01	15805.05	5627.56	114192.62	17857.05	2510.02	1992.52	37257.51	151450.13
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	2500	Med Therapy & Auxiliary	2548	Occupational Therapist	8513189	90192.33	0	1143.05	91335.38	17162.2	7972.88	7067.3	45311.86	136647.24
Calendar	2019	5	Culture & Recreation	REC		22	"Prof & Tech Eng, Local 21"	1400	"Clerical, Secretarial & Steno"	1454	Executive Secretary 3	8557316	76429.01	0	600.07	77029.08	14725.5	8785.14	5791.27	43708.15	120737.23
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2905	HSA Sr Eligibility Worker	8527615	57414.2	0	1405	58819.2	11355.37	8785.12	4953.02	39499.81	98319.01
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2736	Porter	8510085	45904.78	0	0	45904.78	10394.21	8785.12	3737.92	37323.55	83228.33
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		236	"Carpenters, Local 22"	7300	Journeyman Trade	7344	Carpenter	8508148	69398.72	0	2378	71776.72	14508.38	8785.12	6099.63	43422.53	115199.25
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2325	Nurse Midwife	8596964	122029.51	0	1057.09	123086.6	22882.92	6540.5	8352.64	47769.96	170856.56
Calendar	2019	1	Public Protection	POL		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1063	IS Programmer Analyst-Senior	8576660	87852.02	0	0	87852.02	16794.52	8799.86	6781.71	46767.63	134619.65
Calendar	2019	4	Community Health	DPH		250	"SEIU, Local 1021, Misc"	2300	Nursing	2303	Patient Care Assistant	8559283	46715.8	18859.35	4333.9	69909.05	10010.63	8785.1	5698.09	38900.14	108809.19
Calendar	2019	6	General Administration & Finance	CON		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1820	Junior Administrative Analyst	8514093	37856.01	0	0	37856.01	7234.24	8785.12	3078.17	28878.01	66734.02
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		39	"Stationary Engineers, Local 39"	7300	Journeyman Trade	7333	Aprnt Stationary Engineer II	8524694	63505.98	1629.58	1754.5	66890.06	12164.52	8785.12	5264.05	40619.97	107510.03
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8602427	12268.6	0	2530.95	14799.55	0	0	906.33	906.33	15705.88
Calendar	2019	4	Community Health	DPH		351	"Municipal Exec Assoc, Misc"	900	Management	922	Manager I	8513399	48084.01	0	27.67	48111.68	9194.17	0	11700.91	20895.08	69006.76
Calendar	2019	2	"Public Works, Transportation & Commerce"	PRT		21	"Prof & Tech Eng, Local 21"	1600	"Payroll, Billing & Accounting"	1654	Accountant III	8586361	84716.03	0	0	84716.03	16195.07	8799.9	6640.83	46041.62	130757.65
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8601276	43440.22	4501.92	590.25	48532.39	9558.04	9375.8	4025.24	33230.96	81763.35
Calendar	2019	2	"Public Works, Transportation & Commerce"	DPW		790	"SEIU, Local 1021, Misc"	1800	"Budget, Admn & Stats Analysis"	1822	Administrative Analyst	8517037	65847.78	0	0	65847.78	12591.79	8799.88	4937.85	40735.36	106583.14
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8518365	7628.74	0	266.55	7895.29	0	0	612.8	612.8	8508.09
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8588532	55422.17	400.12	4460.52	60282.81	11356.36	8903.26	4642.59	40165.97	100448.78
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8551272	89144.45	12377.93	13686.01	115208.39	19168.4	7677.56	7324.56	46427.62	161636.01
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8560930	99705.13	6852.29	6339.42	112896.84	18607.78	8785.14	1878.53	43677.71	156574.55
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2917	Program Support Analyst	8591662	90447.17	0	0	90447.17	17290.51	8799.86	7116.45	47612.72	138059.89
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q002	Police Officer	10440146	671	0	0	671	124.94	0	52.08	177.02	848.02
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2500	Med Therapy & Auxiliary	2588	Health Worker 4	8580531	67781.02	0	800	68581.02	13110.55	8799.88	5585.46	41901.79	110482.81
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		130	"Auto Machinist, Local 1414"	7300	Journeyman Trade	7381	Automotive Mechanic	8516223	50515.2	4749.57	2870.2	58134.97	10741.4	8785.14	4786.15	32225.37	90360.34
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	1000	Information Systems	1053	IS Business Analyst-Senior	8503559	86905.31	0	0	86905.31	16613.71	7530.12	6959.7	45605.21	132510.52
Calendar	2019	1	Public Protection	ADP		965	"Sup Probation Ofcr, Op Eng 3"	8400	Probation & Parole	8434	Sprv Adult Probation Ofc	8571549	95980.09	0	0	95980.09	29690.33	8785.12	1608.96	54505.05	150485.14
Calendar	2019	2	"Public Works, Transportation & Commerce"	AIR		790	"SEIU, Local 1021, Misc"	2700	Housekeeping & Laundry	2708	Custodian	8495831	48781.91	3166.16	2619.51	54567.58	9826.71	8785.12	4368.36	37271.71	91839.29
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8559452	105222.2	3820.58	277.68	109320.46	20662.13	8785.18	8382.86	52207.73	161528.19
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		21	"Prof & Tech Eng, Local 21"	1300	Pub Relations & Spec Assts	1312	Public Information Officer	8494156	58632	0	998.14	59630.14	11528.69	8785.14	4836.59	36077.98	95708.12
Calendar	2019	5	Culture & Recreation	REC		38	"Plumbers, Local 38"	7300	Journeyman Trade	7347	Plumber	8604647	84379.41	12183.86	10382.19	106945.46	18387.5	8785.16	8347.42	49926.3	156871.76
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		253	"TWU, Local 250-A, TransitOpr"	9100	Street Transit	9163	Transit Operator	8571019	65352.8	13002.45	7682.42	86037.67	13870.56	10099.46	7063.28	47224.22	133261.89
Calendar	2019	1	Public Protection	FIR		798	"Firefighters,Local 798, Unit 1"	H000	Fire Services	H020	"Lieutenant, Fire Suppression"	8548267	100119.4	0	13927.14	114046.54	22394.52	10793.5	2057.92	52923.54	166970.08
Calendar	2019	2	"Public Works, Transportation & Commerce"	MTA		790	"SEIU, Local 1021, Misc"	8200	Protection & Apprehension	8216	Senior Parking Control Officer	8533203	64925	12356.02	682.68	77963.7	12180.45	8799.86	6498.21	41884.42	119848.12
Calendar	2019	4	Community Health	DPH		790	"SEIU, Local 1021, Misc"	2500	Med Therapy & Auxiliary	2586	Health Worker 2	8546438	49218.75	0	1415.07	50633.82	10402.99	8799.86	4167.43	37761.84	88395.66
Calendar	2019	3	Human Welfare & Neighborhood Development	HSA		535	"SEIU, Local 1021, Misc"	2900	Human Services	2904	Human Services Technician	8553007	47399.08	0	1200	48599.08	10850.09	8785.1	3859.82	37901.35	86500.43
Calendar	2019	5	Culture & Recreation	LIB		200	"TWU, Local 200"	1700	Computer Operatns & Repro Svcs	1773	Media Training Specialist	8535384	11593.54	0	0	11593.54	0	0	899.85	899.85	12493.39
Calendar	2019	4	Community Health	DPH		21	"Prof & Tech Eng, Local 21"	1300	Pub Relations & Spec Assts	1314	Public Relations Officer	8525156	81354.2	0	0	81354.2	15552.24	8726.06	6436.95	45123.23	126477.43
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	2320	Registered Nurse	8565890	111660.11	8420.64	10517.05	130597.8	22817.97	8770.34	7197.56	53192.55	183790.35
Calendar	2019	2	"Public Works, Transportation & Commerce"	PUC		21	"Prof & Tech Eng, Local 21"	5200	Professional Engineering	5207	Assoc Engineer	8578842	64877.01	0	1064.92	65941.93	12279.89	8785.16	5350.24	32530.55	98472.48
Calendar	2019	4	Community Health	DPH		791	"SEIU, Local 1021, RN"	2300	Nursing	P103	Special Nurse	8507843	26734.65	219.94	1226.77	28181.36	0	0	1689.62	1689.62	29870.98
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q002	Police Officer	8497621	72527.04	15222.3	1219.68	88969.02	14024.35	8785.12	1484.48	38556.75	127525.77
Calendar	2019	1	Public Protection	POL		911	POA	Q000	Police Services	Q004	Police Officer 3	8576784	99729	19620.06	1329.19	120678.25	18234.98	8726.06	2052.8	43206.62	163884.87
Calendar	2019	5	Culture & Recreation	LIB		351	"Municipal Exec Assoc, Misc"	900	Management	952	Dep Dir II	8529137	11838.17	0	0	11838.17	0	0	918.82	918.82	12756.99
Calendar	2019	4	Community Health	DPH		535	"SEIU, Local 1021, Misc"	2900	Human Services	2908	Sen Hospital Eligibility Wrkr	8518933	64550.92	0	466.07	65016.99	12405.63	8194.44	5186.35	40123.44	105140.43
Calendar	2019	5	Culture & Recreation	REC		790	"SEIU, Local 1021, Misc"	3200	Recreation	3279	Recreation Leader	8496923	4813.82	0	84.86	4898.68	0	0	380.22	380.22	5278.9
